Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),SALA:Zone Mean Air Temperature [C](TimeStep),SALA:Zone Operative Temperature [C](TimeStep),JANSO:AFN Surface Venting Window or Door Opening Factor [](TimeStep),JANSL:AFN Surface Venting Window or Door Opening Factor [](TimeStep),JANSS:AFN Surface Venting Window or Door Opening Factor [](TimeStep),SALA:AFN Zone Infiltration Air Change Rate [ach](TimeStep),SALA IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](TimeStep),SALA IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](TimeStep)
 05/12  16:30:00,28.55,23,24.05854625,0,0,0,0.053266465,0,252102.0874
 05/12  16:40:00,28.3,23,24.02699525,0,0,0,0.053533471,0,247419.058
 05/12  16:50:00,28.05,23,23.99393984,0,0,0,0.055601586,0,242641.1503
 05/12  17:00:00,27.8,23,23.95985644,0,0,0,0.056908887,0,237763.1452
 05/12  17:10:00,27.73333333,23,23.92745421,0,0,0,0.060458871,0,233293.9808
 05/12  17:20:00,27.66666667,23,23.89472944,0,0,0,0.063398722,0,228812.6223
 05/12  17:30:00,27.6,23,23.86193792,0,0,0,0.063148047,0,224295.3133
 05/12  17:40:00,27.53333333,23,23.83400108,0,0,0,0.062379261,0,220432.6014
 05/12  17:50:00,27.46666667,23,23.80833098,0,0,0,0.061505442,0,216881.9729
 05/12  18:00:00,27.4,23,23.78452311,0,0,0,0.069272478,0,213765.247
 05/12  18:10:00,27.36666667,23,23.81290557,0,0,0,0.073584848,0,277855.2686
 05/12  18:20:00,27.33333333,23,23.82627071,0,0,0,0.078161126,0,279639.1785
 05/12  18:30:00,27.3,23,23.83364648,0,0,0,0.081928965,0,280452.2904
 05/12  18:40:00,27.26666667,23,23.8371718,0,0,0,0.08516396,0,280746.2941
 05/12  18:50:00,27.23333333,23,23.83809059,0,0,0,0.087809833,0,280691.2297
 05/12  19:00:00,27.2,23,23.83715184,0,0,0,0.090012142,0,286289.8322
 05/12  19:10:00,27.18333333,23,23.8352709,0,0,0,0.091661472,0,291462.415
 05/12  19:20:00,27.16666667,23,23.83259084,0,0,0,0.092977836,0,293559.4009
 05/12  19:30:00,27.15,23,23.82940041,0,0,0,0.094097732,0,293847.3982
 05/12  19:40:00,27.13333333,23,23.82592128,0,0,0,0.095161954,0,293574.2938
 05/12  19:50:00,27.11666667,23,23.82230002,0,0,0,0.096113354,0,293298.6062
 05/12  20:00:00,27.1,23,23.81863218,0,0,0,0.097062875,0,293096.7613
 05/12  20:10:00,27.05,23,23.8143452,0,0,0,0.097566655,0,292777.3401
 05/12  20:20:00,27,23,23.80992785,0,0,0,0.098017992,0,292411.1487
 05/12  20:30:00,26.95,23,23.8053728,0,0,0,0.098424201,0,291989.349
 05/12  20:40:00,26.9,23,23.80065676,0,0,0,0.098827704,0,291527.731
 05/12  20:50:00,26.85,23,23.79577165,0,0,0,0.099166597,0,291037.3799
 05/12  21:00:00,26.8,23,23.79072147,0,0,0,0.099410232,0,290522.224
 05/12  21:10:00,26.73333333,23,23.78530506,0,0,0,0.099626346,0,289900.7716
 05/12  21:20:00,26.66666667,23,23.7797103,0,0,0,0.099720107,0,289264.2318
 05/12  21:30:00,26.6,23,23.77394525,0,0,0,0.099697635,0,288611.9517
 05/12  21:40:00,26.53333333,23,23.76802323,0,0,0,0.099484249,0,287938.6557
 05/12  21:50:00,26.46666667,23,23.76196349,0,0,0,0.099030001,0,287240.1962
 05/12  22:00:00,26.4,23,23.7557525,0,0,0,0.098437621,0,286512.3205
 05/12  22:10:00,26.3,23.78814091,23.98768564,0,0,0,0.055019903,0,0
 05/12  22:20:00,26.2,23.94225316,24.00214634,0,0,0,0,0,0
 05/12  22:30:00,26.1,24.04401509,23.99042937,0,0,0,0,0,0
 05/12  22:40:00,26,24.13175304,23.98065181,0,0,0,0,0,0
 05/12  22:50:00,25.9,24.1684544,23.95536958,0,0,0,0,0,0
 05/12  23:00:00,25.8,24.13546262,23.9019137,0,0,0,0,0,0
 05/12  23:10:00,25.76666667,24.06077199,23.83192498,0,0,0,0,0,0
 05/12  23:20:00,25.73333333,23.98511222,23.76343496,0,0,0,0,0,0
 05/12  23:30:00,25.7,23.92472725,23.70431986,0,0,0,0,0,0
 05/12  23:40:00,25.66666667,23.8735354,23.65176633,0,0,0,0,0,0
 05/12  23:50:00,25.63333333,23.82374497,23.60193625,0,0,0,0,0,0
 05/12  24:00:00,25.6,23.77435988,23.55381136,0,0,0,0,0,0
 05/13  00:10:00,25.58333333,23.73128709,23.51049353,0,0,0,0,0,0
 05/13  00:20:00,25.56666667,23.68961283,23.46921249,0,0,0,0,0,0
 05/13  00:30:00,25.55,23.6508358,23.43053531,0,0,0,0,0,0
 05/13  00:40:00,25.53333333,23.61799427,23.39594552,0,0,0,0,0,0
 05/13  00:50:00,25.51666667,23.58899295,23.36447915,0,0,0,0,0,0
 05/13  01:00:00,25.5,23.56101445,23.33470037,0,0,0,0,0,0
 05/13  01:10:00,25.46666667,23.53379011,23.30600333,0,0,0,0,0,0
 05/13  01:20:00,25.43333333,23.50847848,23.27910031,0,0,0,0,0,0
 05/13  01:30:00,25.4,23.48530121,23.25402305,0,0,0,0,0,0
 05/13  01:40:00,25.36666667,23.46365309,23.23040214,0,0,0,0,0,0
 05/13  01:50:00,25.33333333,23.44305399,23.20792357,0,0,0,0,0,0
 05/13  02:00:00,25.3,23.42314407,23.18633642,0,0,0,0,0,0
 05/13  02:10:00,25.25,23.40328087,23.16446843,0,0,0,0,0,0
 05/13  02:20:00,25.2,23.38345886,23.14350496,0,0,0,0,0,0
 05/13  02:30:00,25.15,23.36359428,23.12246237,0,0,0,0,0,0
 05/13  02:40:00,25.1,23.34386498,23.10162157,0,0,0,0,0,0
 05/13  02:50:00,25.05,23.32406673,23.08086006,0,0,0,0,0,0
 05/13  03:00:00,25,23.30396158,23.06005439,0,0,0,0,0,0
 05/13  03:10:00,25,23.28487016,23.04058792,0,0,0,0,0,0
 05/13  03:20:00,25,23.22146368,22.99936733,0,0,0,0,0,0
 05/13  03:30:00,25,23.16214899,22.95716199,0,0,0,0,0,0
 05/13  03:40:00,25,23.12496697,22.92732871,0,0,0,0,0,0
 05/13  03:50:00,25,23.10565472,22.90627173,0,0,0,0,0,0
 05/13  04:00:00,25,23.09080932,22.88809724,0,0,0,0,0,0
 05/13  04:10:00,24.98333333,23.07375364,22.86928767,0,0,0,0,0,0
 05/13  04:20:00,24.96666667,23.05491508,22.85001235,0,0,0,0,0,0
 05/13  04:30:00,24.95,23.03642237,22.83127345,0,0,0,0,0,0
 05/13  04:40:00,24.93333333,23.01916501,22.81348867,0,0,0,0,0,0
 05/13  04:50:00,24.91666667,23.00286496,22.79651598,0,0,0,0,0,0
 05/13  05:00:00,24.9,22.98705727,22.78010504,0,0,0,0,0,0
 05/13  05:10:00,24.9,22.97212878,22.76488486,0,0,0,0,0,0
 05/13  05:20:00,24.9,22.95866453,22.75087413,0,0,0,0,0,0
 05/13  05:30:00,24.9,22.94665427,22.7380604,0,0,0,0,0,0
 05/13  05:40:00,24.9,22.93563317,22.72627366,0,0,0,0,0,0
 05/13  05:50:00,24.9,22.9252267,22.71533903,0,0,0,0,0,0
 05/13  06:00:00,24.9,22.91536601,22.70521773,0,0,0,0,0,0
 05/13  06:10:00,25.06666667,22.90897052,22.6998464,0,0,0,0,0,0
 05/13  06:20:00,25.23333333,22.9420671,22.74269653,0,0,0,0,0,0
 05/13  06:30:00,25.4,22.91990015,22.74139789,0,0,0,0.026668859,0,0
 05/13  06:40:00,25.56666667,22.82075498,22.6973504,0,0,0,0.153399437,0,0
 05/13  06:50:00,25.73333333,22.76528092,22.67301164,0,0,0,0.170507011,0,0
 05/13  07:00:00,25.9,22.76829225,22.68035182,0,0,0,0.182254383,0,0
 05/13  07:10:00,26.23333333,22.80522035,22.70894936,0,0,0,0.192384476,0,0
 05/13  07:20:00,26.56666667,22.84994842,22.74442764,0,0,0,0.198447727,0,0
 05/13  07:30:00,26.9,22.89425104,22.78268946,0,0,0,0.204536192,0,0
 05/13  07:40:00,27.23333333,22.94647105,22.83175662,0,0,0,0.21118105,0,0
 05/13  07:50:00,27.56666667,23.01177257,22.89219358,0,0,0,0.218038669,0,0
 05/13  08:00:00,27.9,23.08928882,22.96331188,0,0,0,0.225110545,0,0
 05/13  08:10:00,28.26666667,23.15893352,23.03508698,0,0,0,0.210126499,0,0
 05/13  08:20:00,28.63333333,23.24378871,23.1191546,0,0,0,0.200455454,0,0
 05/13  08:30:00,29,23.36501216,23.22432057,0,0,0,0.193026277,0,0
 05/13  08:40:00,29.36666667,23.52714832,23.37168767,0,0,0,0.193807121,0,0
 05/13  08:50:00,29.73333333,23.70834654,23.53811931,0,0,0,0.185712835,0,0
 05/13  09:00:00,30.1,23.91009665,23.73030316,0,0,0,0.177778786,0,0
 05/13  09:10:00,30.21666667,24.12001878,23.92835439,0,0,0,0.173891668,0,0
 05/13  09:20:00,30.33333333,24.33438257,24.13524767,0,0,0,0.170748747,0,0
 05/13  09:30:00,30.45,24.55147868,24.34828258,0,0,0,0.167757958,0,0
 05/13  09:40:00,30.56666667,24.74403914,24.53623383,0,0,0,0.164555924,0,0
 05/13  09:50:00,30.68333333,24.90827624,24.70604754,0,0,0,0.161904011,0,0
 05/13  10:00:00,30.8,25.05140744,24.86115368,0,0,0,0.159350185,0,0
 05/13  10:10:00,30.86666667,25.18143519,25.00388574,0,0,0,0.155938577,0,0
 05/13  10:20:00,30.93333333,25.30128523,25.13660991,0,0,0,0.152767527,0,0
 05/13  10:30:00,31,25.41186452,25.25978773,0,0,0,0.149996081,0,0
 05/13  10:40:00,31.06666667,25.51056697,25.36884713,0,0,0,0.147720527,0,0
 05/13  10:50:00,31.13333333,25.60203062,25.46933103,0,0,0,0.145848954,0,0
 05/13  11:00:00,31.2,25.68775286,25.56111755,0,0,0,0.145532287,0,0
 05/13  11:10:00,31.3,25.77107002,25.64764414,0,0,0,0.150150522,0,0
 05/13  11:20:00,31.4,25.8518342,25.72889678,0,0,0,0.156602827,0,0
 05/13  11:30:00,31.5,25.92776593,25.80402036,0,0,0,0.163858178,0,0
 05/13  11:40:00,31.6,25.99678833,25.8713305,0,0,0,0.171808523,0,0
 05/13  11:50:00,31.7,26.06375733,25.93774003,0,0,0,0.179508392,0,0
 05/13  12:00:00,31.8,26.11898129,25.98926837,0,0,0,0.18786499,0,0
 05/13  12:10:00,32.03333333,26.17296088,26.04499287,0,0,0,0.186646798,0,0
 05/13  12:20:00,32.26666667,26.23882642,26.11153832,0,0,0,0.185365889,0,0
 05/13  12:30:00,32.5,26.31204978,26.18088457,0,0,0,0.183957329,0,0
 05/13  12:40:00,32.73333333,26.39122181,26.25716996,0,0,0,0.182472464,0,0
 05/13  12:50:00,32.96666667,26.47558968,26.33844072,0,0,0,0.181096785,0,0
 05/13  13:00:00,33.2,26.56787895,26.42820202,0,0,0,0.179863452,0,0
 05/13  13:10:00,32.91666667,26.64279295,26.50135069,0,0,0,0.183095696,0,0
 05/13  13:20:00,32.63333333,26.69429513,26.56109869,0,0,0,0.17683056,0,0
 05/13  13:30:00,32.35,26.73463041,26.61265734,0,0,0,0.172144357,0,0
 05/13  13:40:00,32.06666667,26.76932921,26.65570745,0,0,0,0.168951979,0,0
 05/13  13:50:00,31.78333333,26.79568606,26.68984918,0,0,0,0.159739617,0,0
 05/13  14:00:00,31.5,26.81018789,26.71340345,0,0,0,0.143641334,0,0
 05/13  14:10:00,31.71666667,22.99947726,24.90706922,0,0,0,0.116081128,0,565922.1287
 05/13  14:20:00,31.93333333,23,24.78535351,0,0,0,0.110784139,0,313512.2035
 05/13  14:30:00,32.15,23,24.7181854,0,0,0,0.105234376,0,410948.5127
 05/13  14:40:00,32.36666667,23,24.66554435,0,0,0,0.102826411,0,342425.0716
 05/13  14:50:00,32.58333333,23,24.62299657,0,0,0,0.099790405,0,335428.1414
 05/13  15:00:00,32.8,23,24.59028827,0,0,0,0.098810108,0,330260.3747
 05/13  15:10:00,32.66666667,23,24.55512489,0,0,0,0.099598178,0,324473.1897
 05/13  15:20:00,32.53333333,23,24.52164507,0,0,0,0.099171109,0,318928.5961
 05/13  15:30:00,32.4,23,24.49360935,0,0,0,0.096690814,0,314202.1756
 05/13  15:40:00,32.26666667,23,24.46000679,0,0,0,0.09387201,0,308602.1754
 05/13  15:50:00,32.13333333,23,24.42950789,0,0,0,0.090782293,0,303529.906
 05/13  16:00:00,32,23,24.39520884,0,0,0,0.087681122,0,297917.6269
 05/13  16:10:00,31.65,23,24.37109733,0,0,0,0.083190638,0,303693.1471
 05/13  16:20:00,31.3,23,24.33687774,0,0,0,0.084169893,0,297961.404
 05/13  16:30:00,30.95,23,24.29845955,0,0,0,0.087817941,0,291664.6066
 05/13  16:40:00,30.6,23,24.26146473,0,0,0,0.090258997,0,285630.1135
 05/13  16:50:00,30.25,23,24.22301673,0,0,0,0.092399621,0,279477.1851
 05/13  17:00:00,29.9,23,24.18252366,0,0,0,0.093853707,0,273037.4601
 05/13  17:10:00,29.43333333,23,24.14043875,0,0,0,0.093932223,0,266357.504
 05/13  17:20:00,28.96666667,23,24.09630843,0,0,0,0.093391176,0,259442.8983
 05/13  17:30:00,28.5,23,24.05077639,0,0,0,0.093508721,0,252411.7453
 05/13  17:40:00,28.03333333,23,24.00866409,0,0,0,0.092882392,0,245938.6289
 05/13  17:50:00,27.56666667,23,23.96715516,0,0,0,0.090301391,0,239653.9023
 05/13  18:00:00,27.1,23,23.92610718,0,0,0,0.086870538,0,233540.1241
 05/13  18:10:00,27.03333333,23,23.94128651,0,0,0,0.093452221,0,295901.1482
 05/13  18:20:00,26.96666667,23,23.94135857,0,0,0,0.097256176,0,295925.7935
 05/13  18:30:00,26.9,23,23.93557954,0,0,0,0.098436177,0,294952.8645
 05/13  18:40:00,26.83333333,23,23.92638232,0,0,0,0.099603356,0,293499.4655
 05/13  18:50:00,26.76666667,23,23.9155661,0,0,0,0.100557739,0,291832.1373
 05/13  19:00:00,26.7,23,23.90371668,0,0,0,0.101369329,0,290032.4627
 05/13  19:10:00,26.88333333,23,23.89506222,0,0,0,0.105637342,0,288936.5956
 05/13  19:20:00,27.06666667,23,23.88724453,0,0,0,0.109700822,0,287970.3936
 05/13  19:30:00,27.25,23,23.88096271,0,0,0,0.112252681,0,287216.2063
 05/13  19:40:00,27.43333333,23,23.87610303,0,0,0,0.112486224,0,286926.6046
 05/13  19:50:00,27.61666667,23,23.87298851,0,0,0,0.11111398,0,293971.563
 05/13  20:00:00,27.8,23,23.87167278,0,0,0,0.107675038,0,298411.8678
 05/13  20:10:00,27.68333333,23,23.86700609,0,0,0,0.108858821,0,299369.6258
 05/13  20:20:00,27.56666667,23,23.86288664,0,0,0,0.109375013,0,299251.9401
 05/13  20:30:00,27.45,23,23.85880134,0,0,0,0.109339036,0,298989.784
 05/13  20:40:00,27.33333333,23,23.85438281,0,0,0,0.109444717,0,298779.827
 05/13  20:50:00,27.21666667,23,23.84941693,0,0,0,0.108496496,0,298484.8332
 05/13  21:00:00,27.1,23,23.843624,0,0,0,0.106964612,0,297962.1581
 05/13  21:10:00,27.08333333,23,23.83887193,0,0,0,0.106687488,0,297617.7557
 05/13  21:20:00,27.06666667,23,23.83387602,0,0,0,0.106416471,0,297143.5018
 05/13  21:30:00,27.05,23,23.82872413,0,0,0,0.106130813,0,296609.5394
 05/13  21:40:00,27.03333333,23,23.82355328,0,0,0,0.105855017,0,296049.0738
 05/13  21:50:00,27.01666667,23,23.81844885,0,0,0,0.105678946,0,295480.6249
 05/13  22:00:00,27,23,23.81346337,0,0,0,0.105517641,0,294911.397
 05/13  22:10:00,26.98333333,23.87586203,24.09162329,0,0,0,0.068294059,0,0
 05/13  22:20:00,26.96666667,24.03552008,24.11804228,0,0,0,0.053130134,0,0
 05/13  22:30:00,26.95,24.14773872,24.1182974,0,0,0,0.036850333,0,0
 05/13  22:40:00,26.93333333,24.21324555,24.10356948,0,0,0,0.019206315,0,0
 05/13  22:50:00,26.91666667,24.21577096,24.06772762,0,0,0,0.068080052,0,0
 05/13  23:00:00,26.9,24.13744504,23.99481121,0,0,0,0.13598789,0,0
 05/13  23:10:00,26.76666667,23.97255012,23.87812864,0,0,0,0.174787761,0,0
 05/13  23:20:00,26.63333333,23.83817239,23.77558986,0,0,0,0.180858853,0,0
 05/13  23:30:00,26.5,23.75014763,23.6982769,0,0,0,0.184972755,0,0
 05/13  23:40:00,26.36666667,23.68838223,23.63417949,0,0,0,0.187204983,0,0
 05/13  23:50:00,26.23333333,23.63132318,23.57346858,0,0,0,0.187315428,0,0
 05/13  24:00:00,26.1,23.57127237,23.5121122,0,0,0,0.186867942,0,0
 05/14  00:10:00,26.08333333,23.51344012,23.45434392,0,0,0,0.188009723,0,0
 05/14  00:20:00,26.06666667,23.4604188,23.3997819,0,0,0,0.188006329,0,0
 05/14  00:30:00,26.05,23.41111596,23.34809209,0,0,0,0.187448242,0,0
 05/14  00:40:00,26.03333333,23.36388802,23.29854144,0,0,0,0.186889491,0,0
 05/14  00:50:00,26.01666667,23.31814329,23.25099623,0,0,0,0.186108139,0,0
 05/14  01:00:00,26,23.27394718,23.20526724,0,0,0,0.185056087,0,0
 05/14  01:10:00,25.91666667,23.22927354,23.15930493,0,0,0,0.183340896,0,0
 05/14  01:20:00,25.83333333,23.18414842,23.11381516,0,0,0,0.181626262,0,0
 05/14  01:30:00,25.75,23.1394974,23.0691305,0,0,0,0.179908872,0,0
 05/14  01:40:00,25.66666667,23.09586598,23.02542645,0,0,0,0.17820606,0,0
 05/14  01:50:00,25.58333333,23.0532432,22.98263151,0,0,0,0.176543113,0,0
 05/14  02:00:00,25.5,23.01114756,22.9401933,0,0,0,0.174943742,0,0
 05/14  02:10:00,25.53333333,22.97427006,22.90329191,0,0,0,0.176205706,0,0
 05/14  02:20:00,25.56666667,22.94274995,22.86981694,0,0,0,0.177789887,0,0
 05/14  02:30:00,25.6,22.91481462,22.83920886,0,0,0,0.179831922,0,0
 05/14  02:40:00,25.63333333,22.88936124,22.81107402,0,0,0,0.182121626,0,0
 05/14  02:50:00,25.66666667,22.86661371,22.78551746,0,0,0,0.184678801,0,0
 05/14  03:00:00,25.7,22.84608549,22.76249744,0,0,0,0.187871989,0,0
 05/14  03:10:00,25.65,22.82243465,22.73714745,0,0,0,0.183856665,0,0
 05/14  03:20:00,25.6,22.79555757,22.71089906,0,0,0,0.180284174,0,0
 05/14  03:30:00,25.55,22.76781547,22.68452072,0,0,0,0.177080585,0,0
 05/14  03:40:00,25.5,22.74075004,22.65857552,0,0,0,0.174348095,0,0
 05/14  03:50:00,25.45,22.71451676,22.63304637,0,0,0,0.172060107,0,0
 05/14  04:00:00,25.4,22.68869459,22.60768625,0,0,0,0.170136778,0,0
 05/14  04:10:00,25.38333333,22.66471964,22.58400826,0,0,0,0.170164614,0,0
 05/14  04:20:00,25.36666667,22.64260167,22.56149781,0,0,0,0.170463567,0,0
 05/14  04:30:00,25.35,22.62167216,22.53982942,0,0,0,0.171037772,0,0
 05/14  04:40:00,25.33333333,22.60148241,22.51903061,0,0,0,0.172012611,0,0
 05/14  04:50:00,25.31666667,22.58201295,22.49904272,0,0,0,0.173268311,0,0
 05/14  05:00:00,25.3,22.56343072,22.48000272,0,0,0,0.174802822,0,0
 05/14  05:10:00,25.28333333,22.54553925,22.46166111,0,0,0,0.175461074,0,0
 05/14  05:20:00,25.26666667,22.52829103,22.44412912,0,0,0,0.176110245,0,0
 05/14  05:30:00,25.25,22.51179172,22.42739473,0,0,0,0.176987436,0,0
 05/14  05:40:00,25.23333333,22.49607531,22.4114476,0,0,0,0.177855843,0,0
 05/14  05:50:00,25.21666667,22.48108027,22.39622866,0,0,0,0.178686827,0,0
 05/14  06:00:00,25.2,22.46674175,22.38168063,0,0,0,0.179616707,0,0
 05/14  06:10:00,25.2,22.4536103,22.36845233,0,0,0,0.18033635,0,0
 05/14  06:20:00,25.2,22.45917709,22.38048502,0,0,0,0.181201861,0,0
 05/14  06:30:00,25.2,22.46989422,22.38585619,0,0,0,0.183428466,0,0
 05/14  06:40:00,25.2,22.48411975,22.40001401,0,0,0,0.18776495,0,0
 05/14  06:50:00,25.2,22.50290109,22.41869458,0,0,0,0.191608845,0,0
 05/14  07:00:00,25.2,22.52684335,22.44246796,0,0,0,0.195284148,0,0
 05/14  07:10:00,25.33333333,22.56122601,22.47591649,0,0,0,0.202857084,0,0
 05/14  07:20:00,25.46666667,22.60600781,22.51744149,0,0,0,0.21084214,0,0
 05/14  07:30:00,25.6,22.6581451,22.56549831,0,0,0,0.218870213,0,0
 05/14  07:40:00,25.73333333,22.71909183,22.62370357,0,0,0,0.227131404,0,0
 05/14  07:50:00,25.86666667,22.78907162,22.69029999,0,0,0,0.235497566,0,0
 05/14  08:00:00,26,22.86689683,22.76449467,0,0,0,0.244052363,0,0
 05/14  08:10:00,26.23333333,22.92499405,22.83324388,0,0,0,0.223407415,0,0
 05/14  08:20:00,26.46666667,22.99430686,22.91073237,0,0,0,0.19916088,0,0
 05/14  08:30:00,26.7,23.10807319,23.01222464,0,0,0,0.188038192,0,0
 05/14  08:40:00,26.93333333,23.24495713,23.13210259,0,0,0,0.186760832,0,0
 05/14  08:50:00,27.16666667,23.38163197,23.25733478,0,0,0,0.180960631,0,0
 05/14  09:00:00,27.4,23.52285931,23.39388998,0,0,0,0.175964221,0,0
 05/14  09:10:00,27.66666667,23.67201239,23.53635399,0,0,0,0.174502076,0,0
 05/14  09:20:00,27.93333333,23.82915315,23.68613242,0,0,0,0.173430291,0,0
 05/14  09:30:00,28.2,23.99245683,23.84230669,0,0,0,0.172592902,0,0
 05/14  09:40:00,28.46666667,24.15947056,24.00299225,0,0,0,0.171755544,0,0
 05/14  09:50:00,28.73333333,24.3216843,24.16023567,0,0,0,0.170807922,0,0
 05/14  10:00:00,29,24.47802129,24.31463612,0,0,0,0.169677593,0,0
 05/14  10:10:00,29.16666667,24.62819765,24.46503133,0,0,0,0.168981652,0,0
 05/14  10:20:00,29.33333333,24.77058834,24.60940358,0,0,0,0.168043801,0,0
 05/14  10:30:00,29.5,24.90564376,24.74824451,0,0,0,0.167184935,0,0
 05/14  10:40:00,29.66666667,25.0270102,24.87374131,0,0,0,0.166569318,0,0
 05/14  10:50:00,29.83333333,25.13390353,24.9872019,0,0,0,0.166096339,0,0
 05/14  11:00:00,30,25.22785722,25.08944238,0,0,0,0.165750655,0,0
 05/14  11:10:00,30.3,25.32097496,25.18779157,0,0,0,0.171081014,0,0
 05/14  11:20:00,30.6,25.41442363,25.28185779,0,0,0,0.176578721,0,0
 05/14  11:30:00,30.9,25.49787831,25.3632287,0,0,0,0.182513744,0,0
 05/14  11:40:00,31.2,25.57194958,25.43782936,0,0,0,0.188611242,0,0
 05/14  11:50:00,31.5,25.64239729,25.50855134,0,0,0,0.195139818,0,0
 05/14  12:00:00,31.8,25.71397978,25.57872752,0,0,0,0.201738806,0,0
 05/14  12:10:00,31.8,25.77342304,25.63820342,0,0,0,0.201700263,0,0
 05/14  12:20:00,31.8,25.8290931,25.69932792,0,0,0,0.201865841,0,0
 05/14  12:30:00,31.8,25.89094781,25.76504402,0,0,0,0.201838098,0,0
 05/14  12:40:00,31.8,25.95875014,25.83340363,0,0,0,0.201101715,0,0
 05/14  12:50:00,31.8,26.02933136,25.90349804,0,0,0,0.201148011,0,0
 05/14  13:00:00,31.8,26.10191439,25.97461863,0,0,0,0.205920573,0,0
 05/14  13:10:00,31.9,26.17602539,26.04773064,0,0,0,0.200191287,0,0
 05/14  13:20:00,32,26.25195807,26.12165787,0,0,0,0.199373348,0,0
 05/14  13:30:00,32.1,26.32830174,26.19557772,0,0,0,0.198531551,0,0
 05/14  13:40:00,32.2,26.40076805,26.26552733,0,0,0,0.198257234,0,0
 05/14  13:50:00,32.3,26.4674695,26.33102247,0,0,0,0.197581229,0,0
 05/14  14:00:00,32.4,26.52871906,26.39183192,0,0,0,0.196866414,0,0
 05/14  14:10:00,32.41666667,23.01042471,24.74097826,0,0,0,0.164364467,0,524277.2503
 05/14  14:20:00,32.43333333,23,24.64228005,0,0,0,0.160450526,0,295545.8738
 05/14  14:30:00,32.45,23,24.59394011,0,0,0,0.158356446,0,391844.8963
 05/14  14:40:00,32.46666667,23,24.55693848,0,0,0,0.15914712,0,324671.6592
 05/14  14:50:00,32.48333333,23,24.52664118,0,0,0,0.161089213,0,319492.3458
 05/14  15:00:00,32.5,23,24.50041079,0,0,0,0.162183457,0,315073.7757
 05/14  15:10:00,32.45,23,24.47521131,0,0,0,0.163012534,0,310833.1576
 05/14  15:20:00,32.4,23,24.44522735,0,0,0,0.1628326,0,305875.1733
 05/14  15:30:00,32.35,23,24.41820264,0,0,0,0.162522087,0,301449.2815
 05/14  15:40:00,32.3,23,24.39189261,0,0,0,0.162665966,0,297239.0172
 05/14  15:50:00,32.25,23,24.36521481,0,0,0,0.162285764,0,293042.3751
 05/14  16:00:00,32.2,23,24.33407774,0,0,0,0.161669635,0,288215.7692
 05/14  16:10:00,32.16666667,23,24.31719872,0,0,0,0.161912644,0,295847.1138
 05/14  16:20:00,32.13333333,23,24.29096131,0,0,0,0.162072066,0,291990.1161
 05/14  16:30:00,32.1,23,24.26182198,0,0,0,0.162297681,0,287652.3287
 05/14  16:40:00,32.06666667,23,24.23557522,0,0,0,0.162519246,0,279769.504
 05/14  16:50:00,32.03333333,23,24.20933967,0,0,0,0.16267464,0,272134.4079
 05/14  17:00:00,32,23,24.18317276,0,0,0,0.162513702,0,266801.5978
 05/14  17:10:00,31.73333333,23,24.15327097,0,0,0,0.157625349,0,261779.239
 05/14  17:20:00,31.46666667,23,24.12279159,0,0,0,0.154002332,0,257225.4722
 05/14  17:30:00,31.2,23,24.09152329,0,0,0,0.151100287,0,252732.1899
 05/14  17:40:00,30.93333333,23,24.06399915,0,0,0,0.148807838,0,248916.9489
 05/14  17:50:00,30.66666667,23,24.03732689,0,0,0,0.146770984,0,245361.2413
 05/14  18:00:00,30.4,23,24.0115267,0,0,0,0.144747755,0,242036.6765
 05/14  18:10:00,30.31666667,23,24.03928252,0,0,0,0.145690974,0,305318.0548
 05/14  18:20:00,30.23333333,23,24.05137798,0,0,0,0.145558687,0,314496.9222
 05/14  18:30:00,30.15,23,24.05727864,0,0,0,0.143612889,0,315160.1007
 05/14  18:40:00,30.06666667,23,24.05939004,0,0,0,0.139452645,0,315226.6442
 05/14  18:50:00,29.98333333,23,24.05912659,0,0,0,0.132367142,0,314887.4623
 05/14  19:00:00,29.9,23,24.0574055,0,0,0,0.123540391,0,314321.4887
 05/14  19:10:00,29.73333333,23,24.05262439,0,0,0,0.122219713,0,313319.3417
 05/14  19:20:00,29.56666667,23,24.04686818,0,0,0,0.121105537,0,312171.5648
 05/14  19:30:00,29.4,23,24.04020059,0,0,0,0.120875529,0,310894.5154
 05/14  19:40:00,29.23333333,23,24.03266587,0,0,0,0.120607549,0,309500.5718
 05/14  19:50:00,29.06666667,23,24.02432224,0,0,0,0.120181359,0,308006.9543
 05/14  20:00:00,28.9,23,24.01524178,0,0,0,0.119491711,0,306419.116
 05/14  20:10:00,28.23333333,23,23.99801257,0,0,0,0.110440868,0,303027.8052
 05/14  20:20:00,27.56666667,23,23.97880671,0,0,0,0.102624432,0,299422.1086
 05/14  20:30:00,26.9,23,23.95672184,0,0,0,0.094694467,0,295496.5823
 05/14  20:40:00,26.23333333,23,23.93247204,0,0,0,0.086391549,0,296271.3281
 05/14  20:50:00,25.56666667,23,23.90544036,0,0,0,0.076333114,0,295771.0738
 05/14  21:00:00,24.9,23,23.87590625,0,0,0,0.065005782,0,293020.9007
