Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),SALA:Zone Mean Air Temperature [C](TimeStep),SALA:Zone Operative Temperature [C](TimeStep),JANSO:AFN Surface Venting Window or Door Opening Factor [](TimeStep),JANSL:AFN Surface Venting Window or Door Opening Factor [](TimeStep),JANSS:AFN Surface Venting Window or Door Opening Factor [](TimeStep),SALA:AFN Zone Infiltration Air Change Rate [ach](TimeStep),SALA IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](TimeStep),SALA IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](TimeStep)
 01/03  01:20:00,23.9,22.87939088,22.67052539,0,0,0,0,0,0
 01/03  01:30:00,23.9,22.85339362,22.64186214,0,0,0,0,0,0
 01/03  01:40:00,23.9,22.82891522,22.61505898,0,0,0,0,0,0
 01/03  01:50:00,23.9,22.80582274,22.58990166,0,0,0,0,0,0
 01/03  02:00:00,23.9,22.78421701,22.56641066,0,0,0,0,0,0
 01/03  02:10:00,23.9,22.7641464,22.54460902,0,0,0,0,0,0
 01/03  02:20:00,23.9,22.74536849,22.5242899,0,0,0,0,0,0
 01/03  02:30:00,23.9,22.72773069,22.50534261,0,0,0,0,0,0
 01/03  02:40:00,23.9,22.71134785,22.48777677,0,0,0,0,0,0
 01/03  02:50:00,23.9,22.69631067,22.47160058,0,0,0,0,0,0
 01/03  03:00:00,23.9,22.682344,22.45664338,0,0,0,0,0,0
 01/03  03:10:00,23.91666667,22.66959769,22.44319832,0,0,0,0,0,0
 01/03  03:20:00,23.93333333,22.65869102,22.43126995,0,0,0,0,0,0
 01/03  03:30:00,23.95,22.64995779,22.42107468,0,0,0,0,0,0
 01/03  03:40:00,23.96666667,22.64262728,22.41222184,0,0,0,0,0,0
 01/03  03:50:00,23.98333333,22.6362676,22.40446426,0,0,0,0,0,0
 01/03  04:00:00,24,22.630796,22.39771686,0,0,0,0,0,0
 01/03  04:10:00,23.98333333,22.62495919,22.39043828,0,0,0,0,0,0
 01/03  04:20:00,23.96666667,22.61889134,22.38330458,0,0,0,0,0,0
 01/03  04:30:00,23.95,22.61268119,22.37619969,0,0,0,0,0,0
 01/03  04:40:00,23.93333333,22.60594089,22.36883547,0,0,0,0,0,0
 01/03  04:50:00,23.91666667,22.59871056,22.36116656,0,0,0,0,0,0
 01/03  05:00:00,23.9,22.59107364,22.35313684,0,0,0,0,0,0
 01/03  05:10:00,23.83333333,22.58230194,22.344272,0,0,0,0,0,0
 01/03  05:20:00,23.76666667,22.57156098,22.33399408,0,0,0,0,0,0
 01/03  05:30:00,23.7,22.55923087,22.32270899,0,0,0,0,0,0
 01/03  05:40:00,23.63333333,22.5459693,22.31072126,0,0,0,0,0,0
 01/03  05:50:00,23.56666667,22.53240484,22.29835953,0,0,0,0,0,0
 01/03  06:00:00,23.5,22.51859825,22.28569093,0,0,0,0,0,0
 01/03  06:10:00,23.56666667,22.50664319,22.2756707,0,0,0,0,0,0
 01/03  06:20:00,23.63333333,22.52357443,22.29809231,0,0,0,0,0,0
 01/03  06:30:00,23.7,22.54703465,22.31114045,0,0,0,0,0,0
 01/03  06:40:00,23.76666667,22.56684837,22.33202187,0,0,0,0,0,0
 01/03  06:50:00,23.83333333,22.58540583,22.3537019,0,0,0,0,0,0
 01/03  07:00:00,23.9,22.60869705,22.38027395,0,0,0,0,0,0
 01/03  07:10:00,24.15,22.642173,22.4172101,0,0,0,0,0,0
 01/03  07:20:00,24.4,22.68865897,22.46362069,0,0,0,0,0,0
 01/03  07:30:00,24.65,22.7466356,22.51945453,0,0,0,0,0,0
 01/03  07:40:00,24.9,22.83282513,22.6098205,0,0,0,0,0,0
 01/03  07:50:00,25.15,22.95005266,22.72626177,0,0,0,0,0,0
 01/03  08:00:00,25.4,23.10488926,22.88129544,0,0,0,0.003164067,0,0
 01/03  08:10:00,25.63333333,23.19868089,23.00999057,0,0,0,0.046403024,0,0
 01/03  08:20:00,25.86666667,23.29837584,23.14703509,0,0,0,0.060397067,0,0
 01/03  08:30:00,26.1,23.45375559,23.31574842,0,0,0,0.074127159,0,0
 01/03  08:40:00,26.33333333,23.64315612,23.49398266,0,0,0,0.078415355,0,0
 01/03  08:50:00,26.56666667,23.83511954,23.68335606,0,0,0,0.091839744,0,0
 01/03  09:00:00,26.8,24.01733666,23.8650928,0,0,0,0.102794064,0,0
 01/03  09:10:00,27.11666667,24.19953832,24.04848116,0,0,0,0.112162463,0,0
 01/03  09:20:00,27.43333333,24.40000219,24.24943453,0,0,0,0.120505391,0,0
 01/03  09:30:00,27.75,24.60722542,24.45029426,0,0,0,0.128870717,0,0
 01/03  09:40:00,28.06666667,24.80651242,24.64394845,0,0,0,0.137211143,0,0
 01/03  09:50:00,28.38333333,24.99624687,24.83102006,0,0,0,0.145200374,0,0
 01/03  10:00:00,28.7,25.17973091,25.01311571,0,0,0,0.15284322,0,0
 01/03  10:10:00,28.81666667,25.36244554,25.19544744,0,0,0,0.173024913,0,0
 01/03  10:20:00,28.93333333,25.53627438,25.36718737,0,0,0,0.192934753,0,0
 01/03  10:30:00,29.05,25.69498108,25.52789783,0,0,0,0.209537839,0,0
 01/03  10:40:00,29.16666667,25.83752175,25.67388803,0,0,0,0.224687301,0,0
 01/03  10:50:00,29.28333333,25.96526803,25.80693212,0,0,0,0.238710236,0,0
 01/03  11:00:00,29.4,26.08149022,25.92774676,0,0,0,0.252005652,0,0
 01/03  11:10:00,29.48333333,26.18786815,26.037425,0,0,0,0.274639733,0,0
 01/03  11:20:00,29.56666667,26.28407677,26.13609618,0,0,0,0.295340263,0,0
 01/03  11:30:00,29.65,26.36995465,26.22389787,0,0,0,0.31465897,0,0
 01/03  11:40:00,29.73333333,26.43958654,26.29487606,0,0,0,0.332548114,0,0
 01/03  11:50:00,29.81666667,26.49496399,26.35335695,0,0,0,0.349350488,0,0
 01/03  12:00:00,29.9,26.54197664,26.40307734,0,0,0,0.364754863,0,0
 01/03  12:10:00,30.13333333,26.58556242,26.45004965,0,0,0,0.340043826,0,0
 01/03  12:20:00,30.36666667,26.62920363,26.49596878,0,0,0,0.315764395,0,0
 01/03  12:30:00,30.6,26.68063495,26.54998582,0,0,0,0.291985872,0,0
 01/03  12:40:00,30.83333333,26.73913691,26.60815805,0,0,0,0.26798905,0,0
 01/03  12:50:00,31.06666667,26.80176485,26.67035697,0,0,0,0.243118658,0,0
 01/03  13:00:00,31.3,26.86683495,26.73585938,0,0,0,0.216018792,0,0
 01/03  13:10:00,31.18333333,26.92701889,26.79578134,0,0,0,0.220097201,0,0
 01/03  13:20:00,31.06666667,26.9822664,26.85341406,0,0,0,0.223869397,0,0
 01/03  13:30:00,30.95,27.03528511,26.90932273,0,0,0,0.227437818,0,0
 01/03  13:40:00,30.83333333,27.08021871,26.95705751,0,0,0,0.231026734,0,0
 01/03  13:50:00,30.71666667,27.11465572,26.99598841,0,0,0,0.233818159,0,0
 01/03  14:00:00,30.6,27.13663143,27.02278721,0,0,0,0.236112742,0,0
 01/03  14:10:00,30.73333333,23.00832655,25.05457932,0,0,0,0.142416758,0,624977.8386
 01/03  14:20:00,30.86666667,23,24.90166089,0,0,0,0.131389276,0,331151.5041
 01/03  14:30:00,31,23,24.81632876,0,0,0,0.127483487,0,426702.0987
 01/03  14:40:00,31.13333333,23,24.75160613,0,0,0,0.128123222,0,353388.9282
 01/03  14:50:00,31.26666667,23,24.69389869,0,0,0,0.130064262,0,343449.597
 01/03  15:00:00,31.4,23,24.64756468,0,0,0,0.138061104,0,335849.3008
 01/03  15:10:00,31.4,23,24.6053983,0,0,0,0.143241572,0,328891.3454
 01/03  15:20:00,31.4,23,24.56705823,0,0,0,0.146811797,0,322669.341
 01/03  15:30:00,31.4,23,24.53105407,0,0,0,0.147820698,0,316870.6976
 01/03  15:40:00,31.4,23,24.49534131,0,0,0,0.146027079,0,311133.6548
 01/03  15:50:00,31.4,23,24.45265297,0,0,0,0.14425714,0,304358.3152
 01/03  16:00:00,31.4,23,24.41388912,0,0,0,0.1425293,0,298256.1203
 01/03  16:10:00,31.28333333,23,24.38558122,0,0,0,0.144208761,0,299005.2674
 01/03  16:20:00,31.16666667,23,24.35207033,0,0,0,0.145393536,0,287024.4551
 01/03  16:30:00,31.05,23,24.31156888,0,0,0,0.144867639,0,277245.3055
 01/03  16:40:00,30.93333333,23,24.27515181,0,0,0,0.143068587,0,270640.0937
 01/03  16:50:00,30.81666667,23,24.2385103,0,0,0,0.142161762,0,265144.8922
 01/03  17:00:00,30.7,23,24.20179949,0,0,0,0.140548837,0,259929.988
 01/03  17:10:00,30.46666667,23,24.16385442,0,0,0,0.139310864,0,254578.5273
 01/03  17:20:00,30.23333333,23,24.12559819,0,0,0,0.127253729,0,249207.0339
 01/03  17:30:00,30,23,24.08778458,0,0,0,0.110962029,0,244068.4213
 01/03  17:40:00,29.76666667,23,24.0549839,0,0,0,0.099142838,0,239770.4759
 01/03  17:50:00,29.53333333,23,24.02350237,0,0,0,0.093234851,0,235835.8748
 01/03  18:00:00,29.3,23,23.99516261,0,0,0,0.087568725,0,232563.4411
 01/03  18:10:00,29.13333333,23,24.01773998,0,0,0,0.087451348,0,293947.8453
 01/03  18:20:00,28.96666667,23,24.02515167,0,0,0,0.086851218,0,305257.7437
 01/03  18:30:00,28.8,23,24.02552964,0,0,0,0.085511885,0,308148.0305
 01/03  18:40:00,28.63333333,23,24.02227565,0,0,0,0.08422833,0,307458.5739
 01/03  18:50:00,28.46666667,23,24.01668446,0,0,0,0.083192844,0,306463.6602
 01/03  19:00:00,28.3,23,24.00842728,0,0,0,0.081646823,0,305064.1356
 01/03  19:10:00,27.91666667,23,23.99512059,0,0,0,0.084763209,0,302812.9394
 01/03  19:20:00,27.53333333,23,23.98002642,0,0,0,0.088217471,0,300289.0957
 01/03  19:30:00,27.15,23,23.96316779,0,0,0,0.090484562,0,297523.9935
 01/03  19:40:00,26.76666667,23,23.94467491,0,0,0,0.090398549,0,294557.2155
 01/03  19:50:00,26.38333333,23,23.92465763,0,0,0,0.088443954,0,291425.2588
 01/03  20:00:00,26,23,23.90327551,0,0,0,0.085139959,0,288150.0193
 01/03  20:10:00,25.96666667,23,23.88593119,0,0,0,0.085856222,0,285707.2195
 01/03  20:20:00,25.93333333,23,23.86843502,0,0,0,0.086255868,0,283284.4653
 01/03  20:30:00,25.9,23,23.85131414,0,0,0,0.086421601,0,280929.1034
 01/03  20:40:00,25.86666667,23,23.83488499,0,0,0,0.086516685,0,278660.4165
 01/03  20:50:00,25.83333333,23,23.8193317,0,0,0,0.086560345,0,280288.2427
 01/03  21:00:00,25.8,23,23.80473379,0,0,0,0.086469665,0,283264.2335
 01/03  21:10:00,25.71666667,23,23.79033595,0,0,0,0.085208412,0,284025.2473
 01/03  21:20:00,25.63333333,23,23.77677044,0,0,0,0.083865556,0,283414.1342
 01/03  21:30:00,25.55,23,23.76388717,0,0,0,0.082518055,0,282312.328
 01/03  21:40:00,25.46666667,23,23.75158672,0,0,0,0.081215559,0,281197.333
 01/03  21:50:00,25.38333333,23,23.7397825,0,0,0,0.079871746,0,280166.5367
 01/03  22:00:00,25.3,23,23.72840109,0,0,0,0.078505613,0,279175.2979
 01/03  22:10:00,25.35,23.74591201,23.93621675,0,0,0,0.035927814,0,0
 01/03  22:20:00,25.4,23.90344642,23.94670385,0,0,0,0,0,0
 01/03  22:30:00,25.45,24.00021105,23.9295535,0,0,0,0,0,0
 01/03  22:40:00,25.5,24.07242905,23.91061571,0,0,0,0,0,0
 01/03  22:50:00,25.55,24.10593201,23.88272184,0,0,0,0,0,0
 01/03  23:00:00,25.6,24.0716147,23.82937713,0,0,0,0,0,0
 01/03  23:10:00,25.55,23.99536536,23.75813981,0,0,0,0,0,0
 01/03  23:20:00,25.5,23.91872163,23.6890811,0,0,0,0,0,0
 01/03  23:30:00,25.45,23.85732717,23.62964786,0,0,0,0,0,0
 01/03  23:40:00,25.4,23.80546072,23.5770666,0,0,0,0,0,0
 01/03  23:50:00,25.35,23.75608391,23.52776903,0,0,0,0,0,0
 01/03  24:00:00,25.3,23.70778462,23.48047991,0,0,0,0,0,0
 01/04  00:10:00,25.23333333,23.62335586,23.41630158,0,0,0,0,0,0
 01/04  00:20:00,25.16666667,23.53590489,23.34788578,0,0,0,0,0,0
 01/04  00:30:00,25.1,23.46723405,23.29140166,0,0,0,0,0,0
 01/04  00:40:00,25.03333333,23.42142929,23.2461139,0,0,0,0,0,0
 01/04  00:50:00,24.96666667,23.38516764,23.20647478,0,0,0,0,0,0
 01/04  01:00:00,24.9,23.34804325,23.16745533,0,0,0,0,0,0
 01/04  01:10:00,24.86666667,23.30868596,23.12846079,0,0,0,0,0,0
 01/04  01:20:00,24.83333333,23.27123684,23.09112713,0,0,0,0,0,0
 01/04  01:30:00,24.8,23.23785331,23.05652308,0,0,0,0,0,0
 01/04  01:40:00,24.76666667,23.20726339,23.024067,0,0,0,0,0,0
 01/04  01:50:00,24.73333333,23.17779199,22.99290787,0,0,0,0,0,0
 01/04  02:00:00,24.7,23.14860207,22.96255924,0,0,0,0,0,0
 01/04  02:10:00,24.68333333,23.12041738,22.93335696,0,0,0,0,0,0
 01/04  02:20:00,24.66666667,23.09424376,22.90570505,0,0,0,0,0,0
 01/04  02:30:00,24.65,23.06989819,22.87949589,0,0,0,0,0,0
 01/04  02:40:00,24.63333333,23.04614462,22.85409248,0,0,0,0,0,0
 01/04  02:50:00,24.61666667,23.02249548,22.82919483,0,0,0,0,0,0
 01/04  03:00:00,24.6,22.99945821,22.80500182,0,0,0,0,0,0
 01/04  03:10:00,24.6,22.97724458,22.7820425,0,0,0,0,0,0
 01/04  03:20:00,24.6,22.95653332,22.76041955,0,0,0,0,0,0
 01/04  03:30:00,24.6,22.93731817,22.74010423,0,0,0,0,0,0
 01/04  03:40:00,24.6,22.91893274,22.72083106,0,0,0,0,0,0
 01/04  03:50:00,24.6,22.90132232,22.70256482,0,0,0,0,0,0
 01/04  04:00:00,24.6,22.88449475,22.68529563,0,0,0,0,0,0
 01/04  04:10:00,24.6,22.8685335,22.66868324,0,0,0,0,0,0
 01/04  04:20:00,24.6,22.85397699,22.65329706,0,0,0,0,0,0
 01/04  04:30:00,24.6,22.84061748,22.6388956,0,0,0,0,0,0
 01/04  04:40:00,24.6,22.82787874,22.62515644,0,0,0,0,0,0
 01/04  04:50:00,24.6,22.81494005,22.61161534,0,0,0,0,0,0
 01/04  05:00:00,24.6,22.8018469,22.59823831,0,0,0,0,0,0
 01/04  05:10:00,24.58333333,22.78907631,22.58524632,0,0,0,0,0,0
 01/04  05:20:00,24.56666667,22.77632846,22.57251942,0,0,0,0,0,0
 01/04  05:30:00,24.55,22.76359534,22.56006729,0,0,0,0,0,0
 01/04  05:40:00,24.53333333,22.75082391,22.54788147,0,0,0,0,0,0
 01/04  05:50:00,24.51666667,22.73777727,22.53584818,0,0,0,0,0,0
 01/04  06:00:00,24.5,22.72412972,22.52379312,0,0,0,0.002449451,0,0
 01/04  06:10:00,24.58333333,22.71195163,22.51422148,0,0,0,0.008006631,0,0
 01/04  06:20:00,24.66666667,22.74065696,22.55966776,0,0,0,0.010530921,0,0
 01/04  06:30:00,24.75,22.77659638,22.58303479,0,0,0,0.013098769,0,0
 01/04  06:40:00,24.83333333,22.81372495,22.6228157,0,0,0,0.015890318,0,0
 01/04  06:50:00,24.91666667,22.85208625,22.6622006,0,0,0,0.018383264,0,0
 01/04  07:00:00,25,22.89526708,22.70690021,0,0,0,0.020723191,0,0
 01/04  07:10:00,25.21666667,22.94973547,22.76239253,0,0,0,0.02786189,0,0
 01/04  07:20:00,25.43333333,23.01744064,22.82784973,0,0,0,0.034493618,0,0
 01/04  07:30:00,25.65,23.09673023,22.90295076,0,0,0,0.041239921,0,0
 01/04  07:40:00,25.86666667,23.14918987,22.98100854,0,0,0,0.080645317,0,0
 01/04  07:50:00,26.08333333,23.17898146,23.05573526,0,0,0,0.215202137,0,0
 01/04  08:00:00,26.3,23.27405839,23.17766095,0,0,0,0.233508557,0,0
 01/04  08:10:00,26.53333333,23.41864305,23.32493493,0,0,0,0.219647937,0,0
 01/04  08:20:00,26.76666667,23.57584604,23.486543,0,0,0,0.218443055,0,0
 01/04  08:30:00,27,23.79701197,23.6838086,0,0,0,0.216736218,0,0
 01/04  08:40:00,27.23333333,24.02767056,23.88001615,0,0,0,0.22967411,0,0
 01/04  08:50:00,27.46666667,24.24196548,24.0783847,0,0,0,0.237391918,0,0
 01/04  09:00:00,27.7,24.4366441,24.26412356,0,0,0,0.24724058,0,0
 01/04  09:10:00,27.93333333,24.62190711,24.44534037,0,0,0,0.259929095,0,0
 01/04  09:20:00,28.16666667,24.81769365,24.63952483,0,0,0,0.273351867,0,0
 01/04  09:30:00,28.4,25.01532075,24.83028025,0,0,0,0.287017057,0,0
 01/04  09:40:00,28.63333333,25.20471948,25.01397132,0,0,0,0.301015937,0,0
 01/04  09:50:00,28.86666667,25.38487403,25.19093045,0,0,0,0.315565937,0,0
 01/04  10:00:00,29.1,25.56751999,25.37281835,0,0,0,0.330552791,0,0
 01/04  10:10:00,29.33333333,25.74282087,25.54558066,0,0,0,0.325838188,0,0
 01/04  10:20:00,29.56666667,25.90559455,25.70910469,0,0,0,0.321323927,0,0
 01/04  10:30:00,29.8,26.05686264,25.86380812,0,0,0,0.316947103,0,0
 01/04  10:40:00,30.03333333,26.19641595,26.00697189,0,0,0,0.312606751,0,0
 01/04  10:50:00,30.26666667,26.32582322,26.14099219,0,0,0,0.308378176,0,0
 01/04  11:00:00,30.5,26.44583399,26.26538636,0,0,0,0.30434236,0,0
 01/04  11:10:00,30.58333333,26.55200893,26.37564457,0,0,0,0.313535079,0,0
 01/04  11:20:00,30.66666667,26.64427566,26.47375604,0,0,0,0.322546529,0,0
 01/04  11:30:00,30.75,26.72597257,26.56113102,0,0,0,0.331361212,0,0
 01/04  11:40:00,30.83333333,26.7916323,26.63131746,0,0,0,0.340217911,0,0
 01/04  11:50:00,30.91666667,26.84381383,26.68939101,0,0,0,0.348873145,0,0
 01/04  12:00:00,31,26.88849418,26.73899509,0,0,0,0.356832732,0,0
 01/04  12:10:00,31.11666667,26.93106192,26.7879593,0,0,0,0.340975227,0,0
 01/04  12:20:00,31.23333333,26.97043775,26.83153798,0,0,0,0.32342983,0,0
 01/04  12:30:00,31.35,27.01281626,26.87936398,0,0,0,0.305443662,0,0
 01/04  12:40:00,31.46666667,27.05878806,26.92761578,0,0,0,0.287200631,0,0
 01/04  12:50:00,31.58333333,27.10629638,26.97645355,0,0,0,0.268571751,0,0
 01/04  13:00:00,31.7,27.15411469,27.02564628,0,0,0,0.249270339,0,0
 01/04  13:10:00,31.83333333,27.2053478,27.07612382,0,0,0,0.243052428,0,0
 01/04  13:20:00,31.96666667,27.26258509,27.13150085,0,0,0,0.238431623,0,0
 01/04  13:30:00,32.1,27.32455296,27.19009291,0,0,0,0.236746353,0,0
 01/04  13:40:00,32.23333333,27.36974449,27.2308811,0,0,0,0.23396521,0,0
 01/04  13:50:00,32.36666667,27.38988237,27.25261887,0,0,0,0.228743217,0,0
 01/04  14:00:00,32.5,27.3905611,27.25855034,0,0,0,0.220815519,0,0
 01/04  14:10:00,32.2,23.01427923,25.1360032,0,0,0,0.152938982,0,590237.3897
 01/04  14:20:00,31.9,23,24.93912141,0,0,0,0.141526805,0,309220.2066
 01/04  14:30:00,31.6,23,24.80554988,0,0,0,0.132088162,0,406943.8621
 01/04  14:40:00,31.3,23,24.71359536,0,0,0,0.127528301,0,346001.6549
 01/04  14:50:00,31,23,24.64371805,0,0,0,0.124387222,0,333654.4539
 01/04  15:00:00,30.7,23,24.58463859,0,0,0,0.121178044,0,323498.8509
 01/04  15:10:00,30.78333333,23,24.54082696,0,0,0,0.130806787,0,316783.4629
 01/04  15:20:00,30.86666667,23,24.50560783,0,0,0,0.137888177,0,311544.4631
 01/04  15:30:00,30.95,23,24.47775636,0,0,0,0.142798769,0,307531.2751
 01/04  15:40:00,31.03333333,23,24.44379504,0,0,0,0.146947691,0,302492.2818
 01/04  15:50:00,31.11666667,23,24.4100016,0,0,0,0.150772093,0,294438.8814
 01/04  16:00:00,31.2,23,24.37620466,0,0,0,0.153534626,0,282844.9547
 01/04  16:10:00,30.93333333,23,24.34861809,0,0,0,0.14885177,0,284631.1411
 01/04  16:20:00,30.66666667,23,24.3107078,0,0,0,0.142814682,0,276507.7554
 01/04  16:30:00,30.4,23,24.2716816,0,0,0,0.137198757,0,269259.3434
 01/04  16:40:00,30.13333333,23,24.23337149,0,0,0,0.132255516,0,262937.8545
 01/04  16:50:00,29.86666667,23,24.19363689,0,0,0,0.126921376,0,256955.2816
 01/04  17:00:00,29.6,23,24.15269688,0,0,0,0.121856566,0,251178.9666
 01/04  17:10:00,29.6,23,24.11516298,0,0,0,0.123576091,0,246445.5978
 01/04  17:20:00,29.6,23,24.07732241,0,0,0,0.124488806,0,241955.2142
 01/04  17:30:00,29.6,23,24.04011469,0,0,0,0.124913518,0,237812.5945
 01/04  17:40:00,29.6,23,24.00915891,0,0,0,0.126063116,0,234690.5352
 01/04  17:50:00,29.6,23,23.98134952,0,0,0,0.127548696,0,232043.8519
 01/04  18:00:00,29.6,23,23.95655164,0,0,0,0.129418605,0,229819.9209
 01/04  18:10:00,29.26666667,23,23.97876655,0,0,0,0.126826911,0,291420.2557
 01/04  18:20:00,28.93333333,23,23.98577061,0,0,0,0.12469972,0,302036.8304
 01/04  18:30:00,28.6,23,23.98600222,0,0,0,0.122397239,0,302618.7068
 01/04  18:40:00,28.26666667,23,23.98119218,0,0,0,0.119149485,0,301457.005
 01/04  18:50:00,27.93333333,23,23.97282461,0,0,0,0.115094454,0,299827.7528
 01/04  19:00:00,27.6,23,23.96146701,0,0,0,0.110514404,0,297809.7578
 01/04  19:10:00,27.73333333,23,23.95457556,0,0,0,0.112502489,0,296952.1638
 01/04  19:20:00,27.86666667,23,23.94709014,0,0,0,0.114383159,0,296038.0986
 01/04  19:30:00,28,23,23.93986601,0,0,0,0.115274426,0,295157.9667
 01/04  19:40:00,28.13333333,23,23.93347651,0,0,0,0.114044924,0,294340.8338
 01/04  19:50:00,28.26666667,23,23.92881937,0,0,0,0.108972659,0,293700.8498
 01/04  20:00:00,28.4,23,23.92518511,0,0,0,0.100206041,0,293119.3548
 01/04  20:10:00,28.2,23,23.91740654,0,0,0,0.09753038,0,291686.1895
 01/04  20:20:00,28,23,23.9098903,0,0,0,0.095016832,0,290282.9804
 01/04  20:30:00,27.8,23,23.90213081,0,0,0,0.092615151,0,288850.2767
 01/04  20:40:00,27.6,23,23.89377607,0,0,0,0.09005135,0,287367.7878
 01/04  20:50:00,27.4,23,23.88462493,0,0,0,0.087339713,0,285813.3611
 01/04  21:00:00,27.2,23,23.87459452,0,0,0,0.084424973,0,284167.7891
 01/04  21:10:00,27.06666667,23,23.86500171,0,0,0,0.083599453,0,284854.2218
 01/04  21:20:00,26.93333333,23,23.85485186,0,0,0,0.08260686,0,286414.5248
 01/04  21:30:00,26.8,23,23.84431325,0,0,0,0.081454452,0,286618.2877
 01/04  21:40:00,26.66666667,23,23.83352379,0,0,0,0.080183224,0,285872.3198
 01/04  21:50:00,26.53333333,23,23.82258151,0,0,0,0.078814131,0,284765.0238
 01/04  22:00:00,26.4,23,23.81155088,0,0,0,0.077384263,0,283622.0523
 01/04  22:10:00,26.26666667,23.84907,24.06994704,0,0,0,0.040519857,0,0
 01/04  22:20:00,26.13333333,24.00200691,24.08383566,0,0,0,0.005098513,0,0
 01/04  22:30:00,26,24.10526915,24.07137156,0,0,0,0,0,0
 01/04  22:40:00,25.86666667,24.19823945,24.06166408,0,0,0,0,0,0
 01/04  22:50:00,25.73333333,24.23268919,24.03260161,0,0,0,0,0,0
 01/04  23:00:00,25.6,24.19546945,23.97286952,0,0,0,0,0,0
 01/04  23:10:00,25.51666667,24.11597196,23.89677476,0,0,0,0,0,0
 01/04  23:20:00,25.43333333,24.03445638,23.8208891,0,0,0,0,0,0
 01/04  23:30:00,25.35,23.96649673,23.75323626,0,0,0,0,0,0
 01/04  23:40:00,25.26666667,23.90672074,23.69138083,0,0,0,0,0,0
 01/04  23:50:00,25.18333333,23.84811181,23.63174613,0,0,0,0,0,0
 01/04  24:00:00,25.1,23.78941296,23.57341568,0,0,0,0,0,0
 01/05  00:10:00,25.05,23.73314507,23.51814432,0,0,0,0,0,0
 01/05  00:20:00,25,23.67507293,23.46310859,0,0,0,0,0,0
 01/05  00:30:00,24.95,23.61923128,23.41025948,0,0,0,0,0,0
 01/05  00:40:00,24.9,23.56986289,23.3615502,0,0,0,0,0,0
 01/05  00:50:00,24.85,23.52501235,23.31618027,0,0,0,0,0,0
 01/05  01:00:00,24.8,23.48091258,23.27190642,0,0,0,0,0,0
 01/05  01:10:00,24.73333333,23.43885067,23.22991417,0,0,0,0,0,0
 01/05  01:20:00,24.66666667,23.40087474,23.19051775,0,0,0,0,0,0
 01/05  01:30:00,24.6,23.36590408,23.15341841,0,0,0,0,0,0
 01/05  01:40:00,24.53333333,23.33225315,23.11773662,0,0,0,0,0,0
 01/05  01:50:00,24.46666667,23.29914158,23.08297858,0,0,0,0,0,0
 01/05  02:00:00,24.4,23.26657549,23.04904663,0,0,0,0,0,0
 01/05  02:10:00,24.3,23.23290733,23.01397598,0,0,0,0,0,0
 01/05  02:20:00,24.2,23.19815809,22.9789149,0,0,0,0,0,0
 01/05  02:30:00,24.1,23.16279494,22.9435606,0,0,0,0,0,0
 01/05  02:40:00,24,23.12745449,22.90817142,0,0,0,0,0,0
 01/05  02:50:00,23.9,23.09199475,22.87264552,0,0,0,0,0,0
 01/05  03:00:00,23.8,23.05606453,22.83678809,0,0,0,0,0,0
 01/05  03:10:00,23.75,23.02118392,22.80224508,0,0,0,0,0,0
 01/05  03:20:00,23.7,22.9883182,22.76886138,0,0,0,0,0,0
 01/05  03:30:00,23.65,22.95686012,22.73646943,0,0,0,0,0,0
 01/05  03:40:00,23.6,22.92586375,22.70468404,0,0,0,0,0,0
 01/05  03:50:00,23.55,22.89514238,22.6734337,0,0,0,0,0,0
 01/05  04:00:00,23.5,22.86495407,22.64284793,0,0,0,0,0,0
 01/05  04:10:00,23.5,22.83664114,22.61422306,0,0,0,0,0,0
 01/05  04:20:00,23.5,22.81139712,22.58784981,0,0,0,0,0,0
 01/05  04:30:00,23.5,22.78893541,22.56356605,0,0,0,0,0,0
 01/05  04:40:00,23.5,22.76801574,22.54084992,0,0,0,0,0,0
 01/05  04:50:00,23.5,22.74797631,22.51935769,0,0,0,0,0,0
 01/05  05:00:00,23.5,22.72893688,22.49911134,0,0,0,0,0,0
 01/05  05:10:00,23.45,22.70990604,22.47876041,0,0,0,0,0,0
 01/05  05:20:00,23.4,22.68975424,22.45823426,0,0,0,0,0,0
 01/05  05:30:00,23.35,22.66856545,22.43743827,0,0,0,0,0,0
 01/05  05:40:00,23.3,22.64730151,22.4167162,0,0,0,0,0,0
 01/05  05:50:00,23.25,22.62637892,22.39621574,0,0,0,0,0,0
 01/05  06:00:00,23.2,22.60551539,22.37577038,0,0,0,0,0,0
 01/05  06:10:00,23.46666667,22.59166969,22.36363154,0,0,0,0,0,0
 01/05  06:20:00,23.73333333,22.64250042,22.42978266,0,0,0,0,0,0
 01/05  06:30:00,24,22.63131128,22.4318515,0,0,0,0,0,0
 01/05  06:40:00,24.26666667,22.62971464,22.44434158,0,0,0,0,0,0
 01/05  06:50:00,24.53333333,22.65721497,22.4705184,0,0,0,0,0,0
 01/05  07:00:00,24.8,22.70547028,22.51109351,0,0,0,0,0,0
 01/05  07:10:00,25.06666667,22.76101488,22.55970363,0,0,0,0,0,0
